organism,drug_code,week,type,mean_deviate
S. aureus,NIT,48,Actual mean MIC seasonal deviate,0.053
S. aureus,NIT,48,Predicted mean MIC seasonal deviate,0.0024
S. aureus,NIT,49,Actual mean MIC seasonal deviate,0.053
S. aureus,NIT,49,Predicted mean MIC seasonal deviate,0.0038
S. aureus,NIT,50,Actual mean MIC seasonal deviate,0.016
S. aureus,NIT,50,Predicted mean MIC seasonal deviate,1.9e-4
S. aureus,NIT,51,Actual mean MIC seasonal deviate,-0.073
S. aureus,NIT,51,Predicted mean MIC seasonal deviate,-8.5e-4
S. aureus,NIT,52,Actual mean MIC seasonal deviate,-0.019
S. aureus,NIT,52,Predicted mean MIC seasonal deviate,-0.0032
S. aureus,OXA,1,Actual mean MIC seasonal deviate,0.075
S. aureus,OXA,1,Predicted mean MIC seasonal deviate,0.02
S. aureus,OXA,2,Actual mean MIC seasonal deviate,0.0098
S. aureus,OXA,2,Predicted mean MIC seasonal deviate,0.0028
S. aureus,OXA,3,Actual mean MIC seasonal deviate,0.13
S. aureus,OXA,3,Predicted mean MIC seasonal deviate,0.023
S. aureus,OXA,4,Actual mean MIC seasonal deviate,-0.046
S. aureus,OXA,4,Predicted mean MIC seasonal deviate,0.014
S. aureus,OXA,5,Actual mean MIC seasonal deviate,0.032
S. aureus,OXA,5,Predicted mean MIC seasonal deviate,0.018
S. aureus,OXA,6,Actual mean MIC seasonal deviate,-0.015
S. aureus,OXA,6,Predicted mean MIC seasonal deviate,0.0096
S. aureus,OXA,7,Actual mean MIC seasonal deviate,0.0076
S. aureus,OXA,7,Predicted mean MIC seasonal deviate,0.013
S. aureus,OXA,8,Actual mean MIC seasonal deviate,0.032
S. aureus,OXA,8,Predicted mean MIC seasonal deviate,0.02
S. aureus,OXA,9,Actual mean MIC seasonal deviate,0.027
S. aureus,OXA,9,Predicted mean MIC seasonal deviate,-0.0061
S. aureus,OXA,10,Actual mean MIC seasonal deviate,0.034
S. aureus,OXA,10,Predicted mean MIC seasonal deviate,0.0062
S. aureus,OXA,11,Actual mean MIC seasonal deviate,0.072
S. aureus,OXA,11,Predicted mean MIC seasonal deviate,-0.0074
S. aureus,OXA,12,Actual mean MIC seasonal deviate,-0.02
S. aureus,OXA,12,Predicted mean MIC seasonal deviate,0.0098
S. aureus,OXA,13,Actual mean MIC seasonal deviate,-0.0082
S. aureus,OXA,13,Predicted mean MIC seasonal deviate,0.0042
S. aureus,OXA,14,Actual mean MIC seasonal deviate,-0.038
S. aureus,OXA,14,Predicted mean MIC seasonal deviate,2.2e-4
S. aureus,OXA,15,Actual mean MIC seasonal deviate,0.023
S. aureus,OXA,15,Predicted mean MIC seasonal deviate,0.022
S. aureus,OXA,16,Actual mean MIC seasonal deviate,-0.058
S. aureus,OXA,16,Predicted mean MIC seasonal deviate,-0.0036
S. aureus,OXA,17,Actual mean MIC seasonal deviate,0.16
S. aureus,OXA,17,Predicted mean MIC seasonal deviate,-0.0066
S. aureus,OXA,18,Actual mean MIC seasonal deviate,0.017
S. aureus,OXA,18,Predicted mean MIC seasonal deviate,0.0062
S. aureus,OXA,19,Actual mean MIC seasonal deviate,0.0066
S. aureus,OXA,19,Predicted mean MIC seasonal deviate,0.022
S. aureus,OXA,20,Actual mean MIC seasonal deviate,-0.027
S. aureus,OXA,20,Predicted mean MIC seasonal deviate,0.0041
S. aureus,OXA,21,Actual mean MIC seasonal deviate,-0.098
S. aureus,OXA,21,Predicted mean MIC seasonal deviate,0.023
S. aureus,OXA,22,Actual mean MIC seasonal deviate,-0.08
S. aureus,OXA,22,Predicted mean MIC seasonal deviate,1.8e-4
S. aureus,OXA,23,Actual mean MIC seasonal deviate,-0.036
S. aureus,OXA,23,Predicted mean MIC seasonal deviate,-0.0083
S. aureus,OXA,24,Actual mean MIC seasonal deviate,-0.021
S. aureus,OXA,24,Predicted mean MIC seasonal deviate,-0.021
S. aureus,OXA,25,Actual mean MIC seasonal deviate,-0.068
S. aureus,OXA,25,Predicted mean MIC seasonal deviate,0.0057
S. aureus,OXA,26,Actual mean MIC seasonal deviate,-0.12
S. aureus,OXA,26,Predicted mean MIC seasonal deviate,-0.0021
S. aureus,OXA,27,Actual mean MIC seasonal deviate,-0.023
S. aureus,OXA,27,Predicted mean MIC seasonal deviate,-0.013
S. aureus,OXA,28,Actual mean MIC seasonal deviate,0.023
S. aureus,OXA,28,Predicted mean MIC seasonal deviate,-2.7e-4
S. aureus,OXA,29,Actual mean MIC seasonal deviate,0.054
S. aureus,OXA,29,Predicted mean MIC seasonal deviate,-0.0025
S. aureus,OXA,30,Actual mean MIC seasonal deviate,0.028
S. aureus,OXA,30,Predicted mean MIC seasonal deviate,-0.0028
S. aureus,OXA,31,Actual mean MIC seasonal deviate,0.02
S. aureus,OXA,31,Predicted mean MIC seasonal deviate,-0.0013
S. aureus,OXA,32,Actual mean MIC seasonal deviate,-0.061
S. aureus,OXA,32,Predicted mean MIC seasonal deviate,-0.02
S. aureus,OXA,33,Actual mean MIC seasonal deviate,-0.03
S. aureus,OXA,33,Predicted mean MIC seasonal deviate,-0.018
S. aureus,OXA,34,Actual mean MIC seasonal deviate,-0.097
S. aureus,OXA,34,Predicted mean MIC seasonal deviate,-0.038
S. aureus,OXA,35,Actual mean MIC seasonal deviate,-0.046
S. aureus,OXA,35,Predicted mean MIC seasonal deviate,-0.0027
S. aureus,OXA,36,Actual mean MIC seasonal deviate,-0.025
S. aureus,OXA,36,Predicted mean MIC seasonal deviate,0.0081
S. aureus,OXA,37,Actual mean MIC seasonal deviate,0.13
S. aureus,OXA,37,Predicted mean MIC seasonal deviate,-0.016
S. aureus,OXA,38,Actual mean MIC seasonal deviate,-0.051
S. aureus,OXA,38,Predicted mean MIC seasonal deviate,-0.012
S. aureus,OXA,39,Actual mean MIC seasonal deviate,0.0033
S. aureus,OXA,39,Predicted mean MIC seasonal deviate,-0.01
S. aureus,OXA,40,Actual mean MIC seasonal deviate,-0.068
S. aureus,OXA,40,Predicted mean MIC seasonal deviate,0.0038
S. aureus,OXA,41,Actual mean MIC seasonal deviate,-0.048
S. aureus,OXA,41,Predicted mean MIC seasonal deviate,-0.0084
S. aureus,OXA,42,Actual mean MIC seasonal deviate,-0.047
S. aureus,OXA,42,Predicted mean MIC seasonal deviate,-0.014
S. aureus,OXA,43,Actual mean MIC seasonal deviate,2.5e-4
S. aureus,OXA,43,Predicted mean MIC seasonal deviate,-0.0023
S. aureus,OXA,44,Actual mean MIC seasonal deviate,-0.017
S. aureus,OXA,44,Predicted mean MIC seasonal deviate,-0.018
S. aureus,OXA,45,Actual mean MIC seasonal deviate,-0.011
S. aureus,OXA,45,Predicted mean MIC seasonal deviate,-0.0042
S. aureus,OXA,46,Actual mean MIC seasonal deviate,0.021
S. aureus,OXA,46,Predicted mean MIC seasonal deviate,-0.02
S. aureus,OXA,47,Actual mean MIC seasonal deviate,0.15
S. aureus,OXA,47,Predicted mean MIC seasonal deviate,0.0085
S. aureus,OXA,48,Actual mean MIC seasonal deviate,-0.052
S. aureus,OXA,48,Predicted mean MIC seasonal deviate,-0.017
S. aureus,OXA,49,Actual mean MIC seasonal deviate,0.084
S. aureus,OXA,49,Predicted mean MIC seasonal deviate,-0.013
S. aureus,OXA,50,Actual mean MIC seasonal deviate,0.057
S. aureus,OXA,50,Predicted mean MIC seasonal deviate,-0.0067
S. aureus,OXA,51,Actual mean MIC seasonal deviate,-0.1
S. aureus,OXA,51,Predicted mean MIC seasonal deviate,0.0012
S. aureus,OXA,52,Actual mean MIC seasonal deviate,0.15
S. aureus,OXA,52,Predicted mean MIC seasonal deviate,0.015
